Date,Open,High,Low,Close,Volume
2020-04-14,9987.096789570267,9997.432108630297,9977.91741168018,9991.378653785483,4302940
2020-04-15,9998.51949506923,9999.424169337339,9985.372422404465,9992.200556289858,3090178
2020-04-16,9999.515003285365,10002.479849065898,9977.724684542962,9992.287603358096,4002873
2020-04-17,9998.918882781436,10003.066122838587,9983.221831603336,9991.98859600763,1189773
2020-04-20,10000.458887456956,9999.533879925826,9983.687950172427,9992.080356784165,4485439
2020-04-21,9985.137608273033,9995.670109461817,9984.468474596788,9990.092787869566,1342808
2020-04-22,9994.973954556654,9998.783444673001,9980.011379440679,9989.873115981727,2129775
2020-04-23,9989.441018498721,9997.572262262502,9984.140092396829,9990.230228553239,4930944
2020-04-24,9998.548093655781,9998.903661830278,9984.222724388706,9991.70812259798,3196916
2020-04-27,9995.759665922938,10005.788480406842,9983.020426162033,9991.189852379706,3047298
2020-04-28,9995.910307706808,10001.544363636072,9977.293095541898,9990.381358776815,2170933
2020-04-29,9993.002838486851,10000.448386164951,9976.12471522927,9989.87960173323,2391449
2020-04-30,9984.343579240325,9999.952754886164,9982.770340676318,9990.795003850932,3518929
2020-05-01,9992.024293338529,10000.413198294891,9977.536773748145,9991.12375496059,3409864
2020-05-04,10000.287389547315,10001.003044795205,9977.021685383126,9990.593994756824,3992933
2020-05-05,9999.855023519878,10003.071560260298,9978.460752686087,9991.107262189937,1859734
2020-05-06,9982.067814455224,10003.225800701102,9984.737388599133,9991.204339739284,2012884
2020-05-07,9985.469281044407,9998.889923806872,9980.26975626081,9992.172984729817,2667832
2020-05-08,9984.105507105032,10001.472059156707,9977.020690990135,9991.47093163594,3257728
2020-05-11,9995.662867689049,10000.262850439683,9979.317864701672,9991.143269489343,2872154
2020-05-12,9997.10686793335,10004.456430998905,9982.434992845132,9990.751161336211,4710313
2020-05-13,9983.557873714291,10000.601835600262,9979.28185321377,9989.287646388078,3707834
2020-05-14,9989.70082052418,9999.908807329304,9978.126516231634,9989.583766665144,1913605
2020-05-15,9996.658882497548,9995.998768359113,9979.739117850038,9989.844821937324,4009526
2020-05-18,9994.50596628929,10000.9063142872,9983.650405976656,9989.849935393966,2510399
2020-05-19,9990.46009237043,9995.787387317394,9981.49470781407,9989.615348260591,1016939
2020-05-20,9990.006931327714,9996.572043274196,9975.176017213003,9988.19997751854,3056547
2020-05-21,9987.9465431341,9994.207751843918,9974.165151734818,9987.779332195774,3541083
2020-05-22,9983.387586705625,9999.357354149492,9981.063617352092,9987.436617679248,1306604
2020-05-25,9987.934780267207,9993.696861548387,9972.11047288604,9986.634340410026,3032656
2020-05-26,9990.250760739364,9995.39164843024,9978.184828519876,9986.473054698361,3296446
2020-05-27,9994.343563872391,10000.833853331364,9975.253968167868,9986.877105555175,4027322
2020-05-28,9991.48911853597,9995.806455290376,9976.245039996818,9988.763291456386,3159271
2020-05-29,9994.16030001008,9999.015919908805,9975.81840692284,9988.937869269217,3787833
2020-06-01,9982.396852359032,9998.3881362716,9974.737922637682,9989.19541965994,4289986
2020-06-02,9988.35212323257,9994.30221415463,9980.991778263884,9989.120973744173,2458251
2020-06-03,9977.388834925418,10000.129783664603,9973.61713798336,9987.202202528875,2003750
2020-06-04,9982.109265943858,9992.866147716572,9980.858819619063,9987.175688653426,2267403
2020-06-05,9991.765153165627,9996.978469073138,9975.18550979983,9987.235918863367,2315777
2020-06-08,9999.53536000284,10000.305943925241,9977.279383680712,9989.699160975852,4075319
2020-06-09,9981.490362002816,10000.791064577217,9977.729567599059,9989.506800011071,1149805
2020-06-10,9987.83823367063,10001.694663646484,9982.285199992053,9989.808347353404,2854165
2020-06-11,9995.775054957681,9997.306359418926,9976.043204113546,9989.773635583699,2870038
2020-06-12,9982.685670238658,9993.704745312665,9981.916372912376,9988.60495754608,3247837
2020-06-15,9990.84947934664,10001.982216984143,9984.211432445387,9989.747780360594,2681476
2020-06-16,9995.161139313874,10000.856279386757,9978.325063487162,9990.499713393281,1377224
2020-06-17,9993.610454345528,10004.651922372397,9981.535988187996,9991.290745340324,2918036
2020-06-18,9984.141852577837,10003.595241514537,9976.890377685942,9990.38135788553,1479498
2020-06-19,9988.89184357018,10005.217413874345,9982.950180785883,9991.784152196466,2184836
2020-06-22,9996.058136823382,10000.23324773347,9983.699515248596,9990.382301133674,1238178
2020-06-23,9992.053688510114,9999.305442185841,9977.604736302776,9990.969158227474,1259418
2020-06-24,9983.264206124142,10006.075195879197,9982.670517536884,9993.159613853284,3126832
2020-06-25,9997.388892728715,10001.682018658446,9985.27711960425,9992.169077528153,1234433
2020-06-26,9982.309006897354,9998.437201762585,9979.398939812685,9991.60277979855,3026199
2020-06-29,9996.617106818263,10005.252171359252,9981.591294778742,9991.702431163638,1364446
2020-06-30,9985.248566712828,10005.024554277246,9980.15582568712,9991.198955509522,3564768
2020-07-01,9998.809761680845,9999.311389639859,9980.03930869639,9989.648292078457,1448934
2020-07-02,9987.075670079304,9995.47385232636,9976.429765215082,9989.716855053262,3657885
2020-07-03,9985.193183666297,9997.532812238705,9975.358924182705,9988.654551339536,2047725
2020-07-06,9982.10590477682,10002.163520364797,9977.034255551927,9989.128143770171,2578660
2020-07-07,9984.320803845741,10002.226459821399,9982.154705761972,9988.208719535936,2882226
2020-07-08,9997.291669177519,9996.793381365931,9976.370115321914,9989.758653940955,2743067
2020-07-09,9998.902087401164,9994.645136768871,9977.265270843289,9988.975400648618,2449915
2020-07-10,9986.019529742549,10002.42684366374,9976.683097472369,9988.653339132412,3760734
2020-07-13,9988.439068968872,9998.36090573957,9980.837027945743,9989.466856349782,3907658
2020-07-14,9992.677410797403,9998.653601676026,9974.443196471779,9988.23599203335,3078038
2020-07-15,9996.187367577255,10003.14411008846,9976.209735965604,9988.463451967953,2471617
2020-07-16,9991.63148140597,9995.436242001377,9983.644690056943,9989.770594722235,1823271
2020-07-17,9985.99362545123,9999.646291562196,9979.085331143613,9988.163111487675,2942120
2020-07-20,9986.600182163178,9994.088799571955,9974.483941726605,9988.347745346206,4011098
2020-07-21,9992.51999107039,9997.36231742512,9983.13566112348,9988.607628140455,3689762
2020-07-22,9979.453816284318,10002.427596464166,9974.77528481581,9989.389451012232,3939905
2020-07-23,9990.54428705055,9997.48722262891,9976.360874618158,9988.152500301354,4900262
2020-07-24,9983.941903897097,10001.8038672273,9975.518283911835,9986.83204368827,4117156
2020-07-27,9993.237931879428,9997.944578103354,9979.648392689007,9987.353985253887,2682964
2020-07-28,9979.510782723582,9995.862591453479,9980.163052039727,9987.65096992712,4669049
2020-07-29,9989.665508116434,9995.102576036512,9973.48088058258,9987.901462777465,3516356
2020-07-30,9987.867368784684,9996.753116329823,9980.26518644462,9988.247910986962,1821939
2020-07-31,9990.414396783488,9996.293219002979,9974.812833298194,9987.567886265384,1099244
2020-08-03,9979.097211852204,9993.487276739785,9978.868921980475,9987.800139962545,4637588
2020-08-04,9989.692888184407,9996.788954430112,9981.700671727996,9988.093212435844,3485084
2020-08-05,9988.608552777006,9997.021246215209,9982.271708040862,9987.378861017816,4503123
2020-08-06,9990.457837417285,10001.472013051349,9978.80206215881,9989.244635528961,4955966
2020-08-07,9991.788221781802,10001.28576329709,9974.960680264385,9989.718468449873,4276092
2020-08-10,9992.056523697198,10000.614821504963,9979.83580301458,9988.527164952671,4969061
2020-08-11,9995.28349855492,9994.267355380072,9980.611795221374,9989.183718561304,2458835
2020-08-12,9983.605451293643,9995.385710886883,9979.768120712582,9988.209036891078,4614705
2020-08-13,9995.49710969842,10000.612964378819,9978.790683121772,9988.99612149482,3500120
2020-08-14,9990.119830719095,9999.994610755624,9980.748068239584,9990.154717073827,2248641
2020-08-17,9980.875200338161,9994.387169512158,9975.534888488204,9989.334034755475,4843704
2020-08-18,9981.468429469598,10003.342357309037,9980.242202967484,9990.29741088472,3149279
2020-08-19,9987.394958185578,10003.43828754456,9980.63261342977,9990.710191811657,1992281
2020-08-20,9997.23019151388,10002.016443601586,9985.148536024444,9991.53225197165,4932613
2020-08-21,9997.582663649122,9999.093678212066,9978.6016495452,9993.429044954304,1861864
2020-08-24,9998.955956131751,10005.848807333628,9985.683927929615,9993.183656838302,4757378
2020-08-25,9992.775301802778,10003.267056551258,9986.696279999349,9992.429920673945,4418848
2020-08-26,9990.34438620343,10004.360006015899,9979.908943754568,9991.54040624432,2687040
2020-08-27,9983.673646493478,10003.24206588331,9979.770932257785,9990.724595959353,3196274
2020-08-28,9987.211349322126,10003.677514969517,9981.496037710012,9990.647494249939,3429700
2020-08-31,9989.669033548233,10001.168726888802,9981.766723885949,9990.988646224756,2392652
2020-09-01,9983.037345617679,9997.66858220602,9978.414697813621,9991.265337024086,1621458
2020-09-02,9986.504759327345,10003.804095006919,9985.135393872124,9992.092520273121,4485579
2020-09-03,9994.070028046275,10003.31026001552,9978.902988975551,9992.105522165,2531439
2020-09-04,9998.27231852694,10005.981588114148,9982.071585103207,9993.559056242157,4363640
2020-09-07,10003.26134963678,9999.993209469427,9984.104701671125,9993.29439940892,2821042
2020-09-08,10004.67683520238,10002.964320574512,9986.43428240967,9996.014568575509,3073890
2020-09-09,9999.491539913977,10010.544331095467,9989.073763851413,9996.640235923274,4381579
2020-09-10,9994.208039432739,10008.282856351378,9983.261935039887,9995.783078366858,4501661
2020-09-11,9997.435733162962,10008.7944707558,9984.583438445745,9994.712185868797,3717956
2020-09-14,10000.907690645643,10007.781811495679,9986.98611285654,9995.19465828404,4677973
2020-09-15,9987.337919317182,10005.942748558617,9984.010694341105,9994.971195498714,3604902
2020-09-16,9993.883293786732,10007.226523363084,9980.727851472293,9995.685195992806,2156300
2020-09-17,10002.954479330092,10010.04971285678,9986.805810820815,9996.15843361738,1398008
2020-09-18,9993.762263743385,10006.873672249843,9981.878690696938,9996.085604704724,2323957
2020-09-21,9996.6762564112,10006.56272422994,9986.78864258741,9995.238810986655,2886594
2020-09-22,9995.479350979213,10000.288730922004,9988.176636692719,9993.723963761968,1999291
2020-09-23,9986.966973872575,10003.016661011063,9986.235027746217,9993.277448809902,2854260
2020-09-24,9991.378556437272,10006.297818723806,9984.946896170948,9994.133847604226,4549651
2020-09-25,9991.038167123193,10002.057368331518,9987.15159206241,9994.347941348355,4835294
2020-09-28,9983.626136740286,10000.124744374889,9988.09993218746,9993.102202569644,3060356
2020-09-29,9983.759218773323,10001.413651577739,9979.125368118019,9993.275383495495,4673559
2020-09-30,10000.294641748738,10001.075707155152,9980.221906762914,9993.660700875223,3796647
2020-10-01,9988.238259638478,9999.925969809387,9980.353921124153,9992.776843439022,3344693
2020-10-02,9993.292143869743,10002.179076973647,9986.252422588506,9992.930568544967,2031328
2020-10-05,9988.963288735189,10007.067162402249,9986.785141501314,9992.988777263414,3726087
2020-10-06,10000.65939186789,10001.91640343297,9986.169759470858,9991.845806965583,2607895
2020-10-07,9987.389529503245,9999.082798134084,9979.963302438202,9992.20359432593,1174001
2020-10-08,9991.357515107078,9998.534095546109,9978.476299245422,9992.7643788523,2376467
2020-10-09,10001.302035105167,10005.808991546854,9984.542071886344,9993.847430095475,2499643
2020-10-12,10001.739903483345,10003.729219791872,9988.709825427548,9994.90123214751,3414607
2020-10-13,9987.245591136478,10006.741872245406,9983.399634572232,9993.523562779552,3602481
2020-10-14,9998.638603935551,10004.180845426044,9984.097418665051,9992.585737739637,4906419
2020-10-15,9992.264510741605,10006.06318751226,9984.352523763348,9993.100773006847,1065867
2020-10-16,9993.273936399466,10001.334019351943,9982.401252716201,9993.614558957759,1088780
2020-10-19,9986.799206092383,10006.053195868675,9981.942425511443,9994.129606644065,4202924
2020-10-20,9989.594368409862,10005.622957981657,9991.876302145987,9997.98233813472,3695145
2020-10-21,10003.112014784889,10012.943913439916,9993.197326337347,9998.553228645413,3941478
2020-10-22,9999.6180173327,10011.052537100928,9984.745491258736,9999.688794285594,1874072
2020-10-23,9999.379810101389,10008.88791405084,9993.31551255993,10000.642796049086,3597805
2020-10-26,10005.88435187344,10008.989305923315,9995.755882051306,10001.294187300391,3373887
2020-10-27,10006.289176035572,10007.888183906467,9994.080164764791,10000.978918055751,4767263
2020-10-28,9994.916050629632,10013.684296865184,9996.348308812761,10001.737887276246,4849981
2020-10-29,10003.16956505126,10008.152218191686,9992.046953115536,10000.965062061707,1000727
2020-10-30,9993.435325100521,10011.681276114243,9987.704225610454,10000.728243454967,4189550
2020-11-02,10005.270381627719,10007.889230176392,9991.830435409562,10000.242879907139,2019051
2020-11-03,10003.463857171866,10011.944443494462,9990.88291997774,10000.324754046524,2414119
2020-11-04,10011.771705034867,10015.788809898604,9990.883544877524,10002.639412613198,2160689
2020-11-05,9992.151307747736,10013.552399852053,9990.683206719908,10000.772147420606,2268182
2020-11-06,9992.599502034005,10014.066920920288,9987.843950750766,10001.45840761098,3489727
2020-11-09,9995.489433233655,10006.722915796714,9986.185334989334,9999.84569173979,1390732
2020-11-10,9994.607873548719,10005.257609343846,9994.27465291909,9999.373759874,4730107
2020-11-11,9995.402286452409,10012.452198755842,9987.682247406137,10000.462710470969,3570746
2020-11-12,10008.652082100485,10009.210462628009,9990.919654487649,10000.526990490065,3251743
2020-11-13,9994.440169709125,10008.77270797617,9984.5608402991,9999.449245712136,4556337
2020-11-16,9994.172936525447,10004.045432930809,9988.90162124412,9998.733942002875,3000398
2020-11-17,10004.601505000168,10007.00930424456,9984.544580297927,9999.41353975181,2254179
2020-11-18,9997.677969969103,10004.019937158837,9986.137479508036,9998.683173120093,3276158
2020-11-19,10004.433842848779,10012.691489435687,9991.413582863543,9998.899631709675,4120452
2020-11-20,9990.252526700866,10006.379170381762,9988.561253756709,9998.945203549578,2421525
2020-11-23,9998.04502707544,10008.866974897703,9983.372246807188,9998.293603201973,4095759
2020-11-24,9991.109819294963,10005.82734049791,9986.86224121378,10000.437547291298,4305640
2020-11-25,9992.324530382724,10012.739940226673,9995.097797375705,10001.071466313617,2953097
2020-11-26,10007.175072793845,10007.276597184498,9986.982603758857,9999.046323726958,3710807
2020-11-27,9992.01768546408,10013.211969911305,9990.776982183019,9999.232778041727,3110417
2020-11-30,9999.219405222464,10012.452173466301,9993.501168958157,9998.57099157696,4544368
2020-12-01,9997.645336963771,10007.676331095374,9990.388615221485,9999.423424911756,2462417
2020-12-02,9995.5777706985,10012.640513130229,9991.283359956074,9998.630904173324,2652486
2020-12-03,10006.5128346456,10013.477744466843,9985.32747502665,9998.516167731856,4830275
2020-12-04,9989.457622946346,10012.275311652076,9990.64784892238,9999.021155010836,4443801
2020-12-07,10003.162703928518,10013.335623682558,9986.611673265468,9999.886910205007,3421188
2020-12-08,10007.954502482222,10006.176701159042,9993.680634409602,9998.68661379795,1675899
2020-12-09,9999.555476231348,10009.119136550687,9990.27392106185,9998.35211256211,1318774
2020-12-10,10006.61361649161,10003.549726390622,9990.465515107871,9997.877167250948,4367439
2020-12-11,9988.268995604096,10003.173017386593,9989.88816440769,9997.223838018375,1486626
2020-12-14,9997.36515864014,10013.97821837899,9993.307426061003,9998.989292258657,4023871
2020-12-15,9994.597429788859,10007.660666463877,9992.523031265513,9999.394273969618,4316185
2020-12-16,10002.749809314897,10010.61522913577,9987.577894316426,9998.133390015282,1655313
2020-12-17,10008.677193772282,10012.117902492606,9991.13764123396,9999.051251962337,1611868
2020-12-18,9996.304009408235,10014.753640869421,9991.999460336057,10001.17340815935,1339606
2020-12-21,10005.289365449382,10017.182156393921,9993.437204616428,10002.2058734199,3734836
2020-12-22,9994.64845610914,10008.101468306515,9986.927454203947,10000.686503453946,2407757
2020-12-23,10001.508874472514,10005.605777649678,9986.149279390977,10000.202269381081,2143886
2020-12-24,10000.747830264034,10010.581095710213,9991.539610813708,10001.469180530266,2204656
2020-12-25,10010.20161765728,10007.062317762939,9992.459951561494,10000.76151106465,4456800
2020-12-28,10003.375875946724,10006.429589384414,9995.137323452771,10001.205330492794,1738456
2020-12-29,9998.970091987961,10010.584232817639,9987.445935752403,10001.979964546224,2138452
2020-12-30,9993.334949772405,10013.890416585398,9995.450764625642,10001.053034074646,3646416
2020-12-31,9994.018445293283,10011.655315630835,9993.017005942902,10000.993508718584,4915030
2021-01-01,9992.25857997754,10005.88002127062,9989.771579366816,9997.752241378515,4532856
2021-01-04,9991.747186963987,10008.271273792108,9988.523840875778,9996.72785373718,1682986
2021-01-05,10003.48760674261,10003.795467388876,9989.832417153064,9996.475285585788,1360400
2021-01-06,9996.451958169473,10000.371316864543,9982.395888094587,9995.227502403823,2411257
2021-01-07,9997.327731935242,10009.503447572119,9990.634935088094,9996.859913707754,3288013
2021-01-08,9987.725149767177,10006.667203178433,9984.08070573826,9995.429772329793,3730771
2021-01-11,10002.192521710085,10007.612754088106,9988.751267576037,9994.989727843096,2767581
2021-01-12,9999.576754484551,10000.509848587259,9989.415112044453,9995.120468420382,3348818
2021-01-13,9987.915108947449,10009.932937987756,9982.46744667259,9996.561741709449,4415398
2021-01-14,9999.282581502865,10006.321141558632,9988.224591895081,9995.125879558269,1628151
2021-01-15,9997.159807657277,10006.92299681755,9983.076541764827,9996.289043310424,1957004
2021-01-18,9987.93378328638,10007.54541685259,9985.852967660374,9996.299276371445,4344849
2021-01-19,9994.48378055097,10008.962100189081,9989.539202524309,9995.317767720397,1335510
2021-01-20,9995.47379693726,10006.64923626025,9981.225389280278,9995.77987119466,4094973
2021-01-21,9989.294421693497,10006.788434689115,9988.509319220313,9995.978930890233,1452333
2021-01-22,10004.292676953079,10010.285505583732,9981.782260559547,9995.378714013073,4201824
2021-01-25,10002.448023527677,10008.01581776875,9988.760416040219,9995.448516098064,4808998
2021-01-26,9998.443649247783,10004.486140555713,9981.523773679783,9995.063202501202,3047463
2021-01-27,9994.422631066465,10007.250689846782,9990.0444317174,9995.176719846453,1857617
2021-01-28,9994.074161352664,10004.731155237892,9985.72104595528,9995.838850520975,1050248
2021-01-29,10000.444336680139,10004.713621961955,9984.730441542904,9997.42486733712,2254304
2021-02-01,9997.095689226431,10007.15557060717,9981.839096663365,9996.187051838293,4079868
2021-02-02,9989.565547330587,10012.601906194088,9984.228063850884,9998.320085212948,3041781
2021-02-03,9996.618050388834,10010.659392613581,9983.17174871795,9996.367997413427,3177040
2021-02-04,10002.344284663048,10004.635265099447,9982.33429882178,9996.216212318392,4352082
2021-02-05,9995.989327076815,10007.081304187093,9989.812332666505,9996.804529524876,1240346
2021-02-08,9988.124652943698,10004.20188037831,9989.243678435494,9997.085521392612,1618821
2021-02-09,10002.18838586047,10011.41913296778,9988.57313662358,9996.46282187279,1041954
2021-02-10,9990.281975265154,10011.065878701113,9987.484160312417,9996.254699622434,1351863
2021-02-11,9990.934115385535,10007.256787984848,9986.828491983923,9995.761698687775,1664164
2021-02-12,9988.466460999476,10008.216474527604,9984.726780684283,9995.17233393083,2796641
2021-02-15,9992.626237325281,10008.17293764069,9989.423138394188,9996.021936027852,1262739
2021-02-16,10001.513981627588,10007.31053370421,9984.466484875957,9996.378951513816,4437464
2021-02-17,9996.073759108634,10001.219521888444,9989.010376525512,9995.686041918556,2613507
2021-02-18,9990.683267277003,10006.133285219516,9988.482556972944,9996.585641793989,4400521
2021-02-19,10004.449542877906,10008.640804336539,9986.859490008805,9996.892941314865,3421961
2021-02-22,10005.297440532735,10009.481119572542,9984.741397818469,9997.705803433704,4035479
2021-02-23,10005.747000776548,10007.066658459851,9985.94073994324,9998.335432275628,1268116
2021-02-24,9992.282361492338,10011.923357131287,9986.051093700602,9997.506437264707,4423754
2021-02-25,9995.971043108128,10003.619826546876,9990.388523618707,9996.946256224508,2770330
2021-02-26,10007.39334295245,10007.697144291787,9987.223096373476,9997.693549829632,1464271
2021-03-01,10003.744169621266,10010.212759860575,9992.429455077066,9998.303920095066,4824857
2021-03-02,9988.826366925612,10010.254376560018,9989.509386733134,9998.2830185011,3646460
2021-03-03,9989.70443770962,10009.886735452099,9989.265180581511,9998.40034588441,4057404
2021-03-04,9998.956638316446,10007.430892914717,9994.27989638574,9999.678010780199,1364765
2021-03-05,10007.270843508595,10005.64850507823,9991.346558396664,9999.086439391363,2920382
2021-03-08,10000.407572731587,10010.9929400408,9985.077042099869,9999.633536772533,3142064
2021-03-09,9999.387594280784,10010.424365281493,9984.895018041803,9999.4313441201,1012879
2021-03-10,9991.323136916004,10006.007223019764,9990.690392374345,9999.21366291687,1558086
2021-03-11,10003.448041863345,10012.363831224564,9994.881438679377,10000.312439768859,4777807
2021-03-12,10007.57991932985,10010.689576035184,9994.346906724564,10001.137856117846,2531618
2021-03-15,9999.559765904,10013.62897166988,9993.029187819513,10001.951365753848,1701433
2021-03-16,10008.769081579509,10016.630515358704,9988.779047581309,10003.256844561001,2386511
2021-03-17,10012.56738148065,10009.975132688403,9996.865857767263,10003.277848402635,4999143
2021-03-18,9998.035130556482,10009.151250053897,9991.324642937247,10003.959801373929,1487947
2021-03-19,10004.11612724123,10016.440560481295,9997.56270922359,10003.649534617336,3755362
2021-03-22,9999.716460131514,10015.07067522135,9989.161125195911,10003.973700969824,1159472
2021-03-23,10009.700646296134,10015.83995361168,9995.027392924367,10003.843557915457,3091028
2021-03-24,10005.492421198072,10017.322103630337,9991.18820849146,10003.94055388045,3895537
2021-03-25,10007.227359256893,10017.56382025413,9996.109800077775,10004.535710905886,3727850
2021-03-26,10009.67577341497,10018.32669169194,9992.440801451065,10003.717490222652,2698019
2021-03-29,10003.729286951588,10016.16922828686,9998.88971665094,10005.80987749834,4300335
